﻿year,level_of_edu,quarter,_id,labor_force_sta,region,value,unit,source
2567,12. ไม่ทราบ,ไตรมาส 2,42,ทำงานบ้าน,2) ภาคกลาง,11.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,43,เรียนหนังสือ,2) ภาคกลาง,0.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 2,44,เรียนหนังสือ,2) ภาคกลาง,152.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,45,เรียนหนังสือ,2) ภาคกลาง,585.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,46,เรียนหนังสือ,2) ภาคกลาง,399.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,47,เรียนหนังสือ,2) ภาคกลาง,97.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 2,48,เรียนหนังสือ,2) ภาคกลาง,2.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,49,เรียนหนังสือ,2) ภาคกลาง,10.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,50,เรียนหนังสือ,2) ภาคกลาง,2.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 2,51,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,155.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,52,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,1169.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 2,53,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,262.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,54,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,146.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,55,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,78.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,56,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,32.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,57,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,0.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 2,58,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,55.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,59,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,31.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,60,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,19.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,11. อื่น ๆ,ไตรมาส 2,61,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,1.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,12. ไม่ทราบ,ไตรมาส 2,62,ยังเด็กชรา/ไม่สามารถทำงานได้,2) ภาคกลาง,11.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 2,63,อื่นๆ,2) ภาคกลาง,5.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,64,อื่นๆ,2) ภาคกลาง,37.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 2,65,อื่นๆ,2) ภาคกลาง,63.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,66,อื่นๆ,2) ภาคกลาง,116.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,67,อื่นๆ,2) ภาคกลาง,113.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,68,อื่นๆ,2) ภาคกลาง,38.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 2,69,อื่นๆ,2) ภาคกลาง,204.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,70,อื่นๆ,2) ภาคกลาง,40.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,71,อื่นๆ,2) ภาคกลาง,93.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,12. ไม่ทราบ,ไตรมาส 2,72,อื่นๆ,2) ภาคกลาง,8.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 2,73,ทำงานบ้าน,3) ภาคเหนือ,61.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,74,ทำงานบ้าน,3) ภาคเหนือ,251.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 2,75,ทำงานบ้าน,3) ภาคเหนือ,151.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,76,ทำงานบ้าน,3) ภาคเหนือ,124.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,77,ทำงานบ้าน,3) ภาคเหนือ,114.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,78,ทำงานบ้าน,3) ภาคเหนือ,25.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,79,ทำงานบ้าน,3) ภาคเหนือ,0.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 2,80,ทำงานบ้าน,3) ภาคเหนือ,43.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,81,ทำงานบ้าน,3) ภาคเหนือ,19.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,82,ทำงานบ้าน,3) ภาคเหนือ,12.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,11. อื่น ๆ,ไตรมาส 2,83,ทำงานบ้าน,3) ภาคเหนือ,0.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,12. ไม่ทราบ,ไตรมาส 2,84,ทำงานบ้าน,3) ภาคเหนือ,0.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,85,เรียนหนังสือ,3) ภาคเหนือ,0.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 2,86,เรียนหนังสือ,3) ภาคเหนือ,85.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,87,เรียนหนังสือ,3) ภาคเหนือ,388.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,88,เรียนหนังสือ,3) ภาคเหนือ,161.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,89,เรียนหนังสือ,3) ภาคเหนือ,43.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 2,90,เรียนหนังสือ,3) ภาคเหนือ,8.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,91,เรียนหนังสือ,3) ภาคเหนือ,6.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,92,เรียนหนังสือ,3) ภาคเหนือ,0.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 2,93,ยังเด็กชรา/ไม่สามารถทำงานได้,3) ภาคเหนือ,259.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,94,ยังเด็กชรา/ไม่สามารถทำงานได้,3) ภาคเหนือ,919.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 2,95,ยังเด็กชรา/ไม่สามารถทำงานได้,3) ภาคเหนือ,123.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,96,ยังเด็กชรา/ไม่สามารถทำงานได้,3) ภาคเหนือ,73.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,97,ยังเด็กชรา/ไม่สามารถทำงานได้,3) ภาคเหนือ,52.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,98,ยังเด็กชรา/ไม่สามารถทำงานได้,3) ภาคเหนือ,12.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,99,ยังเด็กชรา/ไม่สามารถทำงานได้,3) ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 2,100,ยังเด็กชรา/ไม่สามารถทำงานได้,3) ภาคเหนือ,21.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,101,ยังเด็กชรา/ไม่สามารถทำงานได้,3) ภาคเหนือ,7.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,102,ยังเด็กชรา/ไม่สามารถทำงานได้,3) ภาคเหนือ,5.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,12. ไม่ทราบ,ไตรมาส 2,103,ยังเด็กชรา/ไม่สามารถทำงานได้,3) ภาคเหนือ,0.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 2,104,อื่นๆ,3) ภาคเหนือ,15.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,105,อื่นๆ,3) ภาคเหนือ,31.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 2,106,อื่นๆ,3) ภาคเหนือ,26.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,107,อื่นๆ,3) ภาคเหนือ,55.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,108,อื่นๆ,3) ภาคเหนือ,48.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,109,อื่นๆ,3) ภาคเหนือ,14.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,110,อื่นๆ,3) ภาคเหนือ,0.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 2,111,อื่นๆ,3) ภาคเหนือ,79.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,112,อื่นๆ,3) ภาคเหนือ,20.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,113,อื่นๆ,3) ภาคเหนือ,56.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 2,114,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,12.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,115,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,359.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 2,116,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,330.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,117,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,179.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,118,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,197.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,119,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,25.5,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 2,120,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,47.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,121,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,42.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,122,ทำงานบ้าน,4) ภาคตะวันออกเฉียงเหนือ,5.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,123,เรียนหนังสือ,4) ภาคตะวันออกเฉียงเหนือ,1.9,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 2,124,เรียนหนังสือ,4) ภาคตะวันออกเฉียงเหนือ,234.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,125,เรียนหนังสือ,4) ภาคตะวันออกเฉียงเหนือ,794.8,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,126,เรียนหนังสือ,4) ภาคตะวันออกเฉียงเหนือ,277.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,127,เรียนหนังสือ,4) ภาคตะวันออกเฉียงเหนือ,70.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 2,128,เรียนหนังสือ,4) ภาคตะวันออกเฉียงเหนือ,3.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,129,เรียนหนังสือ,4) ภาคตะวันออกเฉียงเหนือ,20.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,130,เรียนหนังสือ,4) ภาคตะวันออกเฉียงเหนือ,0.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 2,131,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,126.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,132,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,1824.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 2,133,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,219.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,134,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,99.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,135,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,66.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,136,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,7.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,137,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,0.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,08. อุดมศึกษา สายวิชาการ,ไตรมาส 2,138,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,10.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,139,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,8.4,พันคน,สำนักงานสถิติแห่งชาติ
2567,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,140,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,4.0,พันคน,สำนักงานสถิติแห่งชาติ
2567,12. ไม่ทราบ,ไตรมาส 2,141,ยังเด็กชรา/ไม่สามารถทำงานได้,4) ภาคตะวันออกเฉียงเหนือ,0.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,01. ไม่มีการศึกษา,ไตรมาส 2,142,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,3.1,พันคน,สำนักงานสถิติแห่งชาติ
2567,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,143,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,60.7,พันคน,สำนักงานสถิติแห่งชาติ
2567,03. ประถมศึกษา,ไตรมาส 2,144,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,109.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,145,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,116.2,พันคน,สำนักงานสถิติแห่งชาติ
2567,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,146,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,127.6,พันคน,สำนักงานสถิติแห่งชาติ
2567,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,147,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,24.3,พันคน,สำนักงานสถิติแห่งชาติ
2567,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,148,อื่นๆ,4) ภาคตะวันออกเฉียงเหนือ,0.4,พันคน,สำนักงานสถิติแห่งชาติ
