province,sex,quarter,_id,year,value,attribute,unit,educational,source
กรุงเทพมหานคร,รวม,ไตรมาสที่ 2,50,2566,954125,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 2,51,2566,1180744,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 2,52,2566,831390,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 2,53,2566,347028,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 2,54,2566,2326,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 2,55,2566,2202935,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 2,56,2566,1741286,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 2,57,2566,363317,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 2,58,2566,98332,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 2,59,2566,1116,,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 2,60,2566,49483,,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,61,2566,2963282,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,62,2566,48360,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,63,2566,108816,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,64,2566,544004,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,65,2566,540277,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,66,2566,673592,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,67,2566,478944,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,68,2566,192322,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,69,2566,2326,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,70,2566,1023747,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,71,2566,762661,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,72,2566,221899,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,73,2566,39187,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,74,2566,1116,,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,75,2566,23370,,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,76,2566,2774242,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,77,2566,53341,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,78,2566,149852,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,79,2566,444749,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,80,2566,413848,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,81,2566,507152,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,82,2566,352445,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,83,2566,154706,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,84,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,85,2566,1179188,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,86,2566,978625,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,87,2566,141418,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,88,2566,59146,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,89,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,90,2566,26112,,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,91,2566,5652257,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,92,2566,87509,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,93,2566,226065,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,94,2566,981111,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,95,2566,981192,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,96,2566,1169212,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,97,2566,853277,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,98,2566,314919,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,99,2566,1016,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,100,2566,2148655,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,101,2566,1712931,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,102,2566,342459,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,103,2566,93265,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,104,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,105,2566,58513,,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,106,2566,2933595,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,107,2566,48402,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,108,2566,97555,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,109,2566,526595,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,110,2566,581269,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,111,2566,688768,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,112,2566,501891,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,113,2566,185860,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,114,2566,1016,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,115,2566,963954,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,116,2566,726191,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,117,2566,200161,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,118,2566,37602,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,119,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,120,2566,27052,,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,121,2566,2718663,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,122,2566,39107,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,123,2566,128510,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,124,2566,454516,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,125,2566,399922,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,126,2566,480445,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,127,2566,351386,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,128,2566,129059,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,129,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,130,2566,1184701,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,131,2566,986740,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,132,2566,142298,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,133,2566,55663,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,134,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,135,2566,31461,,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,136,2566,5721180,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,137,2566,82684,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,138,2566,260106,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,139,2566,970840,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,140,2566,1000512,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,141,2566,1193603,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,142,2566,862887,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,143,2566,323913,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,144,2566,6803,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,145,2566,2163307,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,146,2566,1733396,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,147,2566,330081,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,148,2566,99829,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,149,2566,900,,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,150,2566,49228,,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,151,2566,2967774,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,152,2566,47850,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,153,2566,121702,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,154,2566,498259,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,155,2566,582671,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,156,2566,704700,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,157,2566,512101,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,158,2566,187932,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,159,2566,4668,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,160,2566,983279,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,161,2566,741242,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,162,2566,204417,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,163,2566,37620,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,164,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,165,2566,29314,,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,166,2566,2753405,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,167,2566,34834,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,168,2566,138404,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,169,2566,472581,,คน,ประถมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,170,2566,417842,,คน,มัธยมศึกษาตอนต้น,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,171,2566,488902,,คน,มัธยมศึกษาตอนปลาย,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,172,2566,350786,,คน,สายสามัญ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,173,2566,135982,,คน,สายอาชีวศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,174,2566,2135,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,175,2566,1180028,,คน,อุดมศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,176,2566,992154,,คน,สายวิชาการ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,177,2566,125665,,คน,สายวิชาชีพ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,178,2566,62209,,คน,สายวิชาการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,179,2566,900,,คน,อื่น ๆ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,180,2566,19914,,คน,ไม่ทราบ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 1,181,2567,5775495,,คน,รวมยอด,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 1,182,2567,120037,,คน,ไม่มีการศึกษา,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 1,183,2567,274275,,คน,ต่ำกว่าประถมศึกษา,สำนักงานสถิติแห่งชาติ
