﻿year,sex,level_of_edu,quarter,_id,area,value,unit,source
2556,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,51,ในเขตเทศบาล,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,52,ในเขตเทศบาล,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,53,ในเขตเทศบาล,1.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,54,ในเขตเทศบาล,1.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,55,ในเขตเทศบาล,1.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,56,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,57,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,58,ในเขตเทศบาล,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,59,ในเขตเทศบาล,0.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,60,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,61,ในเขตเทศบาล,0.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,อื่นๆ และไม่ทราบ,ไตรมาส 1,62,ในเขตเทศบาล,0.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,อื่นๆ และไม่ทราบ,ไตรมาส 1,63,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,รวม,ไตรมาส 1,64,นอกเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,รวม,ไตรมาส 1,65,นอกเขตเทศบาล,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,รวม,ไตรมาส 1,66,นอกเขตเทศบาล,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,ไม่มีการศึกษา,ไตรมาส 1,67,นอกเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไม่มีการศึกษา,ไตรมาส 1,68,นอกเขตเทศบาล,0.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไม่มีการศึกษา,ไตรมาส 1,69,นอกเขตเทศบาล,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 1,70,นอกเขตเทศบาล,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 1,71,นอกเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 1,72,นอกเขตเทศบาล,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,ประถมศึกษา,ไตรมาส 1,73,นอกเขตเทศบาล,0.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 1,74,นอกเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 1,75,นอกเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนต้น,ไตรมาส 1,76,นอกเขตเทศบาล,1.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 1,77,นอกเขตเทศบาล,1.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 1,78,นอกเขตเทศบาล,1.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,79,นอกเขตเทศบาล,1.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,80,นอกเขตเทศบาล,1.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,81,นอกเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,82,นอกเขตเทศบาล,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,83,นอกเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,84,นอกเขตเทศบาล,1.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,85,นอกเขตเทศบาล,2.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,86,นอกเขตเทศบาล,2.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,87,นอกเขตเทศบาล,2.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,88,นอกเขตเทศบาล,1.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,89,นอกเขตเทศบาล,1.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,90,นอกเขตเทศบาล,1.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,91,นอกเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,92,นอกเขตเทศบาล,1.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,93,นอกเขตเทศบาล,0.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,รวม,ไตรมาส 2,94,รวม,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,รวม,ไตรมาส 2,95,รวม,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,รวม,ไตรมาส 2,96,รวม,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,ไม่มีการศึกษา,ไตรมาส 2,97,รวม,0.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไม่มีการศึกษา,ไตรมาส 2,98,รวม,0.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไม่มีการศึกษา,ไตรมาส 2,99,รวม,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 2,100,รวม,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 2,101,รวม,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 2,102,รวม,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,ประถมศึกษา,ไตรมาส 2,103,รวม,0.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 2,104,รวม,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 2,105,รวม,0.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนต้น,ไตรมาส 2,106,รวม,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 2,107,รวม,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 2,108,รวม,1.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 2,109,รวม,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 2,110,รวม,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 2,111,รวม,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,112,รวม,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,113,รวม,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,114,รวม,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,115,รวม,1.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,116,รวม,2.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,อุดมศึกษา (สายวิชาการ),ไตรมาส 2,117,รวม,1.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 2,118,รวม,1.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 2,119,รวม,2.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 2,120,รวม,2.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 2,121,รวม,2.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 2,122,รวม,1.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 2,123,รวม,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 2,124,รวม,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 2,125,รวม,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,อื่นๆ และไม่ทราบ,ไตรมาส 2,126,รวม,0.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,อื่นๆ และไม่ทราบ,ไตรมาส 2,127,รวม,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,รวม,ไตรมาส 2,128,ในเขตเทศบาล,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,รวม,ไตรมาส 2,129,ในเขตเทศบาล,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,รวม,ไตรมาส 2,130,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,ไม่มีการศึกษา,ไตรมาส 2,131,ในเขตเทศบาล,1.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไม่มีการศึกษา,ไตรมาส 2,132,ในเขตเทศบาล,1.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไม่มีการศึกษา,ไตรมาส 2,133,ในเขตเทศบาล,1.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 2,134,ในเขตเทศบาล,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 2,135,ในเขตเทศบาล,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 2,136,ในเขตเทศบาล,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,ประถมศึกษา,ไตรมาส 2,137,ในเขตเทศบาล,0.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 2,138,ในเขตเทศบาล,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 2,139,ในเขตเทศบาล,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนต้น,ไตรมาส 2,140,ในเขตเทศบาล,1.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 2,141,ในเขตเทศบาล,1.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 2,142,ในเขตเทศบาล,1.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 2,143,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 2,144,ในเขตเทศบาล,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 2,145,ในเขตเทศบาล,0.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,146,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,147,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,148,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,149,ในเขตเทศบาล,3.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,150,ในเขตเทศบาล,4.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,อุดมศึกษา (สายวิชาการ),ไตรมาส 2,151,ในเขตเทศบาล,1.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 2,152,ในเขตเทศบาล,1.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 2,153,ในเขตเทศบาล,1.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 2,154,ในเขตเทศบาล,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 2,155,ในเขตเทศบาล,1.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 2,156,ในเขตเทศบาล,0.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 2,157,ในเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 2,158,ในเขตเทศบาล,0.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 2,159,ในเขตเทศบาล,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,อื่นๆ และไม่ทราบ,ไตรมาส 2,160,ในเขตเทศบาล,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,อื่นๆ และไม่ทราบ,ไตรมาส 2,161,ในเขตเทศบาล,1.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,รวม,ไตรมาส 2,162,นอกเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,รวม,ไตรมาส 2,163,นอกเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,รวม,ไตรมาส 2,164,นอกเขตเทศบาล,0.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,ไม่มีการศึกษา,ไตรมาส 2,165,นอกเขตเทศบาล,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไม่มีการศึกษา,ไตรมาส 2,166,นอกเขตเทศบาล,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไม่มีการศึกษา,ไตรมาส 2,167,นอกเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 2,168,นอกเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 2,169,นอกเขตเทศบาล,0.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 2,170,นอกเขตเทศบาล,0.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,ประถมศึกษา,ไตรมาส 2,171,นอกเขตเทศบาล,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 2,172,นอกเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 2,173,นอกเขตเทศบาล,0.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนต้น,ไตรมาส 2,174,นอกเขตเทศบาล,0.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 2,175,นอกเขตเทศบาล,0.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 2,176,นอกเขตเทศบาล,1.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 2,177,นอกเขตเทศบาล,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 2,178,นอกเขตเทศบาล,0.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
