ไตรมาส 4,ไตรมาส 1,สถานภาพแรงงาน,ภาค,_id,ปี,ไตรมาส 3,ไตรมาส 2,เพศ,รายการ
424250.39,387004.41,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  กรุงเทพมหานคร                    ,75,2565,435247.65,410670.92,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
333440.56,365639.3,อื่น ๆ,  กรุงเทพมหานคร                    ,76,2565,377156.58,375147.4,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
195100.96,222109.66,อื่น ๆ,  กรุงเทพมหานคร                    ,77,2565,249668.92,230860.71,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
138339.61,143529.63,อื่น ๆ,  กรุงเทพมหานคร                    ,78,2565,127487.66,144286.69,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
1636850.82,1639281.56,ทำงานบ้าน,     ภาคกลาง                          ,79,2565,1619697.53,1587522.4,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
104975.44,115802.28,ทำงานบ้าน,     ภาคกลาง                          ,80,2565,106548.97,97385.43,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
1531875.38,1523479.28,ทำงานบ้าน,     ภาคกลาง                          ,81,2565,1513148.56,1490136.97,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
1264112.58,1344828.67,เรียนหนังสือ,     ภาคกลาง                          ,82,2565,1259397.99,1317089.85,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
588997.82,625190.57,เรียนหนังสือ,     ภาคกลาง                          ,83,2565,580250.52,616206.22,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
675114.75,719638.1,เรียนหนังสือ,     ภาคกลาง                          ,84,2565,679147.47,700883.63,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
1928811.46,1786845.6,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคกลาง                          ,85,2565,1969743.77,1882957.36,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
818166.16,741009.54,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคกลาง                          ,86,2565,804955.42,769178.57,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
1110645.3,1045836.06,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคกลาง                          ,87,2565,1164788.35,1113778.79,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
670042.83,668627.75,อื่น ๆ,     ภาคกลาง                          ,88,2565,691699.3,712495.38,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
396751.39,430277.87,อื่น ๆ,     ภาคกลาง                          ,89,2565,415177.5,437558.43,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
273291.43,238349.88,อื่น ๆ,     ภาคกลาง                          ,90,2565,276521.8,274936.95,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
857320.69,864525.43,ทำงานบ้าน,     ภาคเหนือ                         ,91,2565,882748.1,892851.86,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
49492.73,49282.39,ทำงานบ้าน,     ภาคเหนือ                         ,92,2565,54874.22,62523.33,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
807827.96,815243.04,ทำงานบ้าน,     ภาคเหนือ                         ,93,2565,827873.88,830328.53,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
720608.98,766855.37,เรียนหนังสือ,     ภาคเหนือ                         ,94,2565,725982.9,781508.72,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
349626.91,364453.39,เรียนหนังสือ,     ภาคเหนือ                         ,95,2565,354044.95,382472.48,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
370982.07,402401.99,เรียนหนังสือ,     ภาคเหนือ                         ,96,2565,371937.96,399036.24,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
1383147.36,1360507.76,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคเหนือ                         ,97,2565,1364905.4,1371442.83,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
579068.72,573567.31,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคเหนือ                         ,98,2565,579049.28,575267.75,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
804078.64,786940.45,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,     ภาคเหนือ                         ,99,2565,785856.13,796175.07,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
254447.72,288059.24,อื่น ๆ,     ภาคเหนือ                         ,100,2565,252147.13,267022.16,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
147591.04,174171.97,อื่น ๆ,     ภาคเหนือ                         ,101,2565,154413.81,155600.29,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
106856.68,113887.27,อื่น ๆ,     ภาคเหนือ                         ,102,2565,97733.32,111421.88,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
1379488.45,1448899.74,ทำงานบ้าน,  ภาคตะวันออกเฉียงเหนือ ,103,2565,1253789.58,1402187.25,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
56192.33,75286.59,ทำงานบ้าน,  ภาคตะวันออกเฉียงเหนือ ,104,2565,56883.46,68649.39,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
1323296.12,1373613.15,ทำงานบ้าน,  ภาคตะวันออกเฉียงเหนือ ,105,2565,1196906.12,1333537.85,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
1411751.59,1515484.88,เรียนหนังสือ,  ภาคตะวันออกเฉียงเหนือ ,106,2565,1411883.54,1443194.93,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
670075.48,695551.39,เรียนหนังสือ,  ภาคตะวันออกเฉียงเหนือ ,107,2565,659613.08,674051.14,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
741676.12,819933.49,เรียนหนังสือ,  ภาคตะวันออกเฉียงเหนือ ,108,2565,752270.45,769143.79,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
2128873.66,2163632.01,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  ภาคตะวันออกเฉียงเหนือ ,109,2565,2110611.29,2144553.92,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
869019.75,888920.27,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  ภาคตะวันออกเฉียงเหนือ ,110,2565,855975.48,897244.53,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
1259853.91,1274711.74,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,  ภาคตะวันออกเฉียงเหนือ ,111,2565,1254635.82,1247309.39,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
474932.53,540948.83,อื่น ๆ,  ภาคตะวันออกเฉียงเหนือ ,112,2565,435897.19,492888.62,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
276454.11,313379.1,อื่น ๆ,  ภาคตะวันออกเฉียงเหนือ ,113,2565,258362.55,282171.14,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
198478.42,227569.73,อื่น ๆ,  ภาคตะวันออกเฉียงเหนือ ,114,2565,177534.64,210717.49,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
777903.09,743489.85,ทำงานบ้าน,      ภาคใต้                           ,115,2565,773257.51,736032.97,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
24938.95,28007.56,ทำงานบ้าน,      ภาคใต้                           ,116,2565,28326.93,28174.22,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
752964.15,715482.28,ทำงานบ้าน,      ภาคใต้                           ,117,2565,744930.59,707858.75,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
666712.31,729339.34,เรียนหนังสือ,      ภาคใต้                           ,118,2565,711077.84,725000.73,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
297473.11,321149.24,เรียนหนังสือ,      ภาคใต้                           ,119,2565,332239.38,326031.69,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
369239.19,408190.1,เรียนหนังสือ,      ภาคใต้                           ,120,2565,378838.46,398969.04,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
755517.28,725283.86,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,      ภาคใต้                           ,121,2565,767604.15,739997.33,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
334565.11,314744.56,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,      ภาคใต้                           ,122,2565,331346.28,319020.2,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
420952.17,410539.3,ยังเด็ก/ชรา ป่วย/พิการจนไม่สามารถทำงานได้,      ภาคใต้                           ,123,2565,436257.87,420977.13,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
178620.2,186120.3,อื่น ๆ,      ภาคใต้                           ,124,2565,182969.16,179216.97,รวม,ผู้ไม่อยู่ในกำลังแรงงาน
110060.24,113545.18,อื่น ๆ,      ภาคใต้                           ,125,2565,118947.96,109738.5,ชาย                         ,ผู้ไม่อยู่ในกำลังแรงงาน
68559.96,72575.12,อื่น ๆ,      ภาคใต้                           ,126,2565,64021.2,69478.47,หญิง                        ,ผู้ไม่อยู่ในกำลังแรงงาน
40250129.35,39629214.95,ผู้มีงานทำ,  ทั่วราชอาณาจักร                  ,127,2566,40091325.63,39677453.0,รวม,กำลังแรงงาน
21567943.44,21181857.06,ผู้มีงานทำ,  ทั่วราชอาณาจักร                  ,128,2566,21470275.09,21262628.62,ชาย                         ,กำลังแรงงาน
18682185.9,18447357.88,ผู้มีงานทำ,  ทั่วราชอาณาจักร                  ,129,2566,18621050.55,18414824.01,หญิง                        ,กำลังแรงงาน
329290.65,421143.73,ผู้ว่างงาน,  ทั่วราชอาณาจักร                  ,130,2566,401195.94,429049.0,รวม,กำลังแรงงาน
173903.53,227533.26,ผู้ว่างงาน,  ทั่วราชอาณาจักร                  ,131,2566,193674.04,205697.0,ชาย                         ,กำลังแรงงาน
155387.12,193610.46,ผู้ว่างงาน,  ทั่วราชอาณาจักร                  ,132,2566,207521.89,223352.07,หญิง                        ,กำลังแรงงาน
94490.65,230596.48,รอฤดูกาล,  ทั่วราชอาณาจักร                  ,133,2566,39273.32,195714.64,รวม,กำลังแรงงาน
54158.72,132728.57,รอฤดูกาล,  ทั่วราชอาณาจักร                  ,134,2566,26473.21,119028.48,ชาย                         ,กำลังแรงงาน
40331.94,97867.91,รอฤดูกาล,  ทั่วราชอาณาจักร                  ,135,2566,12800.11,76686.16,หญิง                        ,กำลังแรงงาน
5721179.86,5755750.61,ผู้มีงานทำ,  กรุงเทพมหานคร                    ,136,2566,5652257.21,5737524.18,รวม,กำลังแรงงาน
2967774.41,2965982.9,ผู้มีงานทำ,  กรุงเทพมหานคร                    ,137,2566,2933594.7,2963281.99,ชาย                         ,กำลังแรงงาน
2753405.44,2789767.71,ผู้มีงานทำ,  กรุงเทพมหานคร                    ,138,2566,2718662.51,2774242.19,หญิง                        ,กำลังแรงงาน
42711.7,62385.86,ผู้ว่างงาน,  กรุงเทพมหานคร                    ,139,2566,56582.48,63839.13,รวม,กำลังแรงงาน
26738.41,34247.68,ผู้ว่างงาน,  กรุงเทพมหานคร                    ,140,2566,28986.9,30629.8,ชาย                         ,กำลังแรงงาน
15973.28,28138.18,ผู้ว่างงาน,  กรุงเทพมหานคร                    ,141,2566,27595.58,33209.34,หญิง                        ,กำลังแรงงาน
751.2,1662.5,รอฤดูกาล,  กรุงเทพมหานคร                    ,142,2566,779.92,693.0,รวม,กำลังแรงงาน
751.2,1662.5,รอฤดูกาล,  กรุงเทพมหานคร                    ,143,2566,-,693.0,ชาย                         ,กำลังแรงงาน
-,-,รอฤดูกาล,  กรุงเทพมหานคร                    ,144,2566,779.92,-,หญิง                        ,กำลังแรงงาน
13329966.62,13133372.3,ผู้มีงานทำ,     ภาคกลาง                          ,145,2566,13208476.08,13183055.92,รวม,กำลังแรงงาน
7106363.55,6985164.94,ผู้มีงานทำ,     ภาคกลาง                          ,146,2566,7052906.85,7038140.28,ชาย                         ,กำลังแรงงาน
6223603.08,6148207.37,ผู้มีงานทำ,     ภาคกลาง                          ,147,2566,6155569.23,6144915.64,หญิง                        ,กำลังแรงงาน
98499.16,156466.23,ผู้ว่างงาน,     ภาคกลาง                          ,148,2566,132877.66,145578.65,รวม,กำลังแรงงาน
58665.54,84937.32,ผู้ว่างงาน,     ภาคกลาง                          ,149,2566,71067.96,82559.48,ชาย                         ,กำลังแรงงาน
39833.63,71528.91,ผู้ว่างงาน,     ภาคกลาง                          ,150,2566,61809.7,63019.17,หญิง                        ,กำลังแรงงาน
10783.62,11430.04,รอฤดูกาล,     ภาคกลาง                          ,151,2566,3046.51,17367.43,รวม,กำลังแรงงาน
5750.76,8503.03,รอฤดูกาล,     ภาคกลาง                          ,152,2566,1867.19,11616.28,ชาย                         ,กำลังแรงงาน
5032.86,2927.0,รอฤดูกาล,     ภาคกลาง                          ,153,2566,1179.32,5751.15,หญิง                        ,กำลังแรงงาน
6208382.08,6242951.73,ผู้มีงานทำ,     ภาคเหนือ                         ,154,2566,6221812.9,6136048.72,รวม,กำลังแรงงาน
3322980.78,3335581.79,ผู้มีงานทำ,     ภาคเหนือ                         ,155,2566,3345201.96,3287142.02,ชาย                         ,กำลังแรงงาน
2885401.31,2907369.94,ผู้มีงานทำ,     ภาคเหนือ                         ,156,2566,2876610.94,2848906.7,หญิง                        ,กำลังแรงงาน
69425.28,63019.29,ผู้ว่างงาน,     ภาคเหนือ                         ,157,2566,64887.04,58940.09,รวม,กำลังแรงงาน
36132.48,37750.77,ผู้ว่างงาน,     ภาคเหนือ                         ,158,2566,26790.52,20302.59,ชาย                         ,กำลังแรงงาน
33292.8,25268.52,ผู้ว่างงาน,     ภาคเหนือ                         ,159,2566,38096.52,38637.5,หญิง                        ,กำลังแรงงาน
30861.25,39685.5,รอฤดูกาล,     ภาคเหนือ                         ,160,2566,12045.5,68685.09,รวม,กำลังแรงงาน
18303.43,22297.79,รอฤดูกาล,     ภาคเหนือ                         ,161,2566,9230.9,41768.25,ชาย                         ,กำลังแรงงาน
12557.82,17387.72,รอฤดูกาล,     ภาคเหนือ                         ,162,2566,2814.6,26916.84,หญิง                        ,กำลังแรงงาน
9646001.16,9096242.91,ผู้มีงานทำ,  ภาคตะวันออกเฉียงเหนือ ,163,2566,9712272.85,9308873.91,รวม,กำลังแรงงาน
5212042.99,4950407.7,ผู้มีงานทำ,  ภาคตะวันออกเฉียงเหนือ ,164,2566,5213696.29,5056965.43,ชาย                         ,กำลังแรงงาน
4433958.17,4145835.21,ผู้มีงานทำ,  ภาคตะวันออกเฉียงเหนือ ,165,2566,4498576.56,4251908.47,หญิง                        ,กำลังแรงงาน
51909.75,63149.22,ผู้ว่างงาน,  ภาคตะวันออกเฉียงเหนือ ,166,2566,64279.06,77713.0,รวม,กำลังแรงงาน
20834.75,30883.6,ผู้ว่างงาน,  ภาคตะวันออกเฉียงเหนือ ,167,2566,30062.46,32616.0,ชาย                         ,กำลังแรงงาน
31074.99,32265.62,ผู้ว่างงาน,  ภาคตะวันออกเฉียงเหนือ ,168,2566,34216.6,45096.94,หญิง                        ,กำลังแรงงาน
51442.01,177473.31,รอฤดูกาล,  ภาคตะวันออกเฉียงเหนือ ,169,2566,22721.04,108904.27,รวม,กำลังแรงงาน
29130.46,99920.11,รอฤดูกาล,  ภาคตะวันออกเฉียงเหนือ ,170,2566,15009.92,64951.75,ชาย                         ,กำลังแรงงาน
22311.54,77553.19,รอฤดูกาล,  ภาคตะวันออกเฉียงเหนือ ,171,2566,7711.12,43952.52,หญิง                        ,กำลังแรงงาน
5344599.62,5400897.39,ผู้มีงานทำ,      ภาคใต้                           ,172,2566,5296506.59,5311949.9,รวม,กำลังแรงงาน
2958781.72,2944719.73,ผู้มีงานทำ,      ภาคใต้                           ,173,2566,2924875.28,2917098.89,ชาย                         ,กำลังแรงงาน
