_id,ลำดับ,เลขทะเบียน,ชื่อโรงงาน
1915,1915,10200001925571,บริษัท พี.เอ็น.พี.รีไซเคิล จำกัด
1916,1916,20200200925537,บริษัท เบทส์ แอนด์ ฟาสท์ โมล์ด เทคโนโลยี จำกัด
1917,1917,20200200925560,บริษัท ทิมพาโน อิเลคทริคอล จำกัด
1918,1918,20200200925636,ห้างหุ้นส่วนจำกัด ชาดากานต์ คอนกรีต
1919,1919,20200201025592,บริษัท ซัมอิล เทคโนโลยี (ไทยแลนด์) จำกัด
1920,1920,20201600125421,บริษัท โฮมเตห์ ลักเกจ อินดัสเตรียลไทย จำกัด
1921,1921,20200201125525,บริษัท เอช แอนด์ เจ จำกัด
1922,1922,20200201125590,บริษัท เอ็ม.เอ.เอส.ออโต้ จำกัด
1923,1923,10200001925613,บริษัท ฮัวเหว่ย อินดัสเทรียล จำกัด
1924,1924,20201600125462,บริษัท จูปิเตอร์ อิ้งค์ แอนด์ เคมีคอล จำกัด
1925,1925,20200201225523,บริษัท เอส.ที.ยู.คอนโทรล โปรดักส์ จำกัด
1926,1926,10200002025546,บริษัท ชลบุรีไทยสวัสดิ์ จำกัด
1927,1927,10200002525487,บริษัท เอ็น.พี.เอส. รีไซเคิล จำกัด
1928,1928,20201600125611,บริษัท เอ็น.เอ.อินเตอร์ อิเล็คโทรเพลทติ้ง จำกัด
1929,1929,10200002525560,บริษัท เอ.เอ็น.เค.รีไซเคิล จำกัด
1930,1930,20200201425594,บริษัท แด-เอ อีเลคโทรนิคส์ (ประเทศไทย) จำกัด
1931,1931,20200201525575,บริษัท ฟอร์คลิฟท์ โตเกียว เซอร์วิส จำกัด
1932,1932,20200201725605,บริษัท ดีดีเอ็มโมลด์ จำกัด
1933,1933,20202100125440,บริษัท ชลบุรี ศรีเจริญโลหะ จำกัด
1934,1934,20200202025617,ห้างหุ้นส่วนจำกัด เอส.ที.พี.รีไซเคิล
1935,1935,20200202425494,บริษัท โชเอ เอ็มเอฟจี (ไทยแลนด์) จำกัด
1936,1936,20200202625531,บริษัท โมเดิร์น โมดูลาร์ จำกัด
1937,1937,20200203125580,บริษัท ซิน หยวน ซิง จำกัด
1938,1938,20200203325651,ห้างหุ้นส่วนจำกัด ซี เอ็น ซี ทูล
1939,1939,20202700125469,บริษัท เซิ่งไท่ บราซแวร์ (ประเทศไทย) จำกัด
1940,1940,20200204325650,บี-ควิก สาขาชลบุรี
1941,1941,10200002725582,บริษัท แอพคอน แฟบริเคชั่น แอนด์ คอนสตรัคชั่น จำกัด
1942,1942,20200205325659,บริษัท สุรีรัตน์ จำกัด
1943,1943,10200002825564,บริษัท ชินเฮือง จำกัด
1944,1944,20202800125468,ล.สยามโครเมี่ยม
1945,1945,20200206025613,บริษัท ฉี อัน จำกัด
1946,1946,10200003225475,บริษัท กรีนเวิลด์ เซอร์วิส จำกัด
1947,1947,20200206625651,บริษัท โคเรียน อิเลคทรอนิคส์ พาวเวอร์ ซอร์ส (ประเทศไทย) จำกัด
1948,1948,10200003225541,บริษัท พลังงานสุขสมบูรณ์ จำกัด
1949,1949,10200003325473,บริษัท เจริญรุ่งเรือง รีไซเคิล (หนองขาม) จำกัด
1950,1950,10200003425562,บริษัท จาเจ๋ โมลด์เบส (ซี.เอ็น.ซี) จำกัด
1951,1951,20200208225625,บริษัท พี เจ ยูเนี่ยน พลาสติก จำกัด
1952,1952,10200003825159,ห้างหุ้นส่วนจำกัด สหมิตรแป้งมันชลบุรี
1953,1953,10200003825472,บริษัท ไทย ซิง ไฮโดรคาร์บอน จำกัด
1954,1954,10200004125567,ห้างหุ้นส่วนจำกัด อัญชลินทร์ 888
1955,1955,20200208625626,บริษัท โกลด์ สตาร์ เปเปอร์ แอนด์ เทคโนโลยี จำกัด
1956,1956,10200004525477,บริษัท หรงจี เมทัล เทคโนโลยี (ไทยแลนด์) จำกัด
1957,1957,20200209625658,บริษัท ฮานะ สตีล จำกัด
1958,1958,20200211125648,บริษัท เชิ่งไท่ เทค จำกัด
1959,1959,20200211225638,บริษัท ทีพีซีเอส จำกัด (มหาชน)
1960,1960,20200213625629,บริษัท ทีซี ออโต้ฮับ (ประเทศไทย) จำกัด
1961,1961,10200004725531,บริษัท วารีเทพ ศรีราชา จำกัด
1962,1962,20200215125669,บริษัท เถ้าแก่เนี้ย จำกัด
1963,1963,10200004825570,บริษัท ไทย เอฟเวอร์ พลาสติก จำกัด
1964,1964,20200215925639,บริษัท คอนเทนเนอร์ ซัพพลาย (2000) จำกัด
1965,1965,10200004925537,บริษัท แอมเพิล พลาสติก จำกัด
1966,1966,20200221425632,บริษัท วิต้า ลิฟวิ่ง เทคโนโลยี คอร์ปอเรชั่น จำกัด
1967,1967,10200004925552,บริษัท ภัทรดนัยแพคกิ้ง จำกัด
1968,1968,20200228525632,บริษัท เท่ กิยอง อินดัสทรี (ประเทศไทย) จำกัด
1969,1969,20200236325629,บริษัท วนิชชัยก่อสร้าง (1979) จำกัด
1970,1970,10200005025477,บริษัท เวสต์ แอ็บโซลูท จำกัด
1971,1971,20200238225645,ห้างหุ้นส่วนจำกัด แสงไทยรีไซเคิล
1972,1972,10200005525476,บริษัท โฟร์ซันส์ อีสเทิร์น สตีล จำกัด
1973,1973,30200000125419,บริษัท โรงโม่หินทวีทรัพย์อนันต์มหานคร จำกัด
1974,1974,20200242625632,บริษัท แอมวอช จำกัด
1975,1975,10200006125573,บริษัท คาร์บอน เมจิก (ประเทศไทย) จำกัด
1976,1976,20200243025634,บริษัท พรหมโยธาการ ระยอง (1993) จำกัด
1977,1977,30200000125484,บริษัท สินทรัพย์ศิลา จำกัด
