﻿year,sex,level_of_edu,quarter,_id,area,value,unit,source
2567,รวม,03. ประถมศึกษา,ไตรมาส 1,50,2) นอกเขตเทศบาล,75.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,04. มัธยมศึกษาตอนต้น,ไตรมาส 1,51,2) นอกเขตเทศบาล,63.91,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 1,52,2) นอกเขตเทศบาล,76.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,53,2) นอกเขตเทศบาล,71.85,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 1,54,2) นอกเขตเทศบาล,63.92,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,08. อุดมศึกษา สายวิชาการ,ไตรมาส 1,55,2) นอกเขตเทศบาล,85.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 1,56,2) นอกเขตเทศบาล,85.52,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,57,2) นอกเขตเทศบาล,71.86,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,11. อื่น ๆ,ไตรมาส 1,58,2) นอกเขตเทศบาล,92.24,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,12. ไม่ทราบ,ไตรมาส 1,59,2) นอกเขตเทศบาล,90.17,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,รวม,ไตรมาส 1,60,2) นอกเขตเทศบาล,77.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,01. ไม่มีการศึกษา,ไตรมาส 1,61,2) นอกเขตเทศบาล,58.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,02. ต่ำกว่าประถมศึกษา,ไตรมาส 1,62,2) นอกเขตเทศบาล,60.62,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,03. ประถมศึกษา,ไตรมาส 1,63,2) นอกเขตเทศบาล,83.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,04. มัธยมศึกษาตอนต้น,ไตรมาส 1,64,2) นอกเขตเทศบาล,73.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 1,65,2) นอกเขตเทศบาล,87.07,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,66,2) นอกเขตเทศบาล,77.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 1,67,2) นอกเขตเทศบาล,62.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,08. อุดมศึกษา สายวิชาการ,ไตรมาส 1,68,2) นอกเขตเทศบาล,87.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 1,69,2) นอกเขตเทศบาล,92.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,70,2) นอกเขตเทศบาล,65.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,11. อื่น ๆ,ไตรมาส 1,71,2) นอกเขตเทศบาล,96.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,12. ไม่ทราบ,ไตรมาส 1,72,2) นอกเขตเทศบาล,92.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,รวม,ไตรมาส 1,73,2) นอกเขตเทศบาล,57.79,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,01. ไม่มีการศึกษา,ไตรมาส 1,74,2) นอกเขตเทศบาล,39.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,02. ต่ำกว่าประถมศึกษา,ไตรมาส 1,75,2) นอกเขตเทศบาล,36.39,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,03. ประถมศึกษา,ไตรมาส 1,76,2) นอกเขตเทศบาล,65.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,04. มัธยมศึกษาตอนต้น,ไตรมาส 1,77,2) นอกเขตเทศบาล,52.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 1,78,2) นอกเขตเทศบาล,65.43,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,79,2) นอกเขตเทศบาล,65.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 1,80,2) นอกเขตเทศบาล,65.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,08. อุดมศึกษา สายวิชาการ,ไตรมาส 1,81,2) นอกเขตเทศบาล,84.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 1,82,2) นอกเขตเทศบาล,76.79,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,83,2) นอกเขตเทศบาล,74.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,11. อื่น ๆ,ไตรมาส 1,84,2) นอกเขตเทศบาล,88.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,12. ไม่ทราบ,ไตรมาส 1,85,2) นอกเขตเทศบาล,87.17,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,รวม,ไตรมาส 2,86,รวม,67.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,01. ไม่มีการศึกษา,ไตรมาส 2,87,รวม,49.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,88,รวม,44.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,03. ประถมศึกษา,ไตรมาส 2,89,รวม,76.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,90,รวม,64.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,91,รวม,71.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,92,รวม,71.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,93,รวม,65.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,08. อุดมศึกษา สายวิชาการ,ไตรมาส 2,94,รวม,83.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,95,รวม,84.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,96,รวม,66.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,11. อื่น ๆ,ไตรมาส 2,97,รวม,94.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,12. ไม่ทราบ,ไตรมาส 2,98,รวม,80.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,รวม,ไตรมาส 2,99,รวม,76.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,01. ไม่มีการศึกษา,ไตรมาส 2,100,รวม,66.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,101,รวม,58.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,03. ประถมศึกษา,ไตรมาส 2,102,รวม,84.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,103,รวม,72.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,104,รวม,80.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,105,รวม,76.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,106,รวม,80.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,08. อุดมศึกษา สายวิชาการ,ไตรมาส 2,107,รวม,85.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,108,รวม,89.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,109,รวม,63.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,11. อื่น ๆ,ไตรมาส 2,110,รวม,97.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,12. ไม่ทราบ,ไตรมาส 2,111,รวม,85.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,รวม,ไตรมาส 2,112,รวม,59.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,01. ไม่มีการศึกษา,ไตรมาส 2,113,รวม,40.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,114,รวม,34.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,03. ประถมศึกษา,ไตรมาส 2,115,รวม,66.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,116,รวม,54.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,117,รวม,64.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,118,รวม,63.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,119,รวม,55.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,08. อุดมศึกษา สายวิชาการ,ไตรมาส 2,120,รวม,82.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,121,รวม,78.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,122,รวม,68.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,11. อื่น ๆ,ไตรมาส 2,123,รวม,91.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,12. ไม่ทราบ,ไตรมาส 2,124,รวม,76.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,รวม,ไตรมาส 2,125,1) ในเขตเทศบาล,68.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,01. ไม่มีการศึกษา,ไตรมาส 2,126,1) ในเขตเทศบาล,56.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,127,1) ในเขตเทศบาล,42.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,03. ประถมศึกษา,ไตรมาส 2,128,1) ในเขตเทศบาล,74.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,129,1) ในเขตเทศบาล,65.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,130,1) ในเขตเทศบาล,68.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,131,1) ในเขตเทศบาล,69.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,132,1) ในเขตเทศบาล,65.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,08. อุดมศึกษา สายวิชาการ,ไตรมาส 2,133,1) ในเขตเทศบาล,82.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,134,1) ในเขตเทศบาล,83.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,135,1) ในเขตเทศบาล,62.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,11. อื่น ๆ,ไตรมาส 2,136,1) ในเขตเทศบาล,95.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,12. ไม่ทราบ,ไตรมาส 2,137,1) ในเขตเทศบาล,77.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,รวม,ไตรมาส 2,138,1) ในเขตเทศบาล,76.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,01. ไม่มีการศึกษา,ไตรมาส 2,139,1) ในเขตเทศบาล,76.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,140,1) ในเขตเทศบาล,55.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,03. ประถมศึกษา,ไตรมาส 2,141,1) ในเขตเทศบาล,83.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,142,1) ในเขตเทศบาล,73.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,143,1) ในเขตเทศบาล,75.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,144,1) ในเขตเทศบาล,75.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,145,1) ในเขตเทศบาล,93.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,08. อุดมศึกษา สายวิชาการ,ไตรมาส 2,146,1) ในเขตเทศบาล,84.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,147,1) ในเขตเทศบาล,87.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,148,1) ในเขตเทศบาล,62.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,11. อื่น ๆ,ไตรมาส 2,149,1) ในเขตเทศบาล,98.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,1. ชาย,12. ไม่ทราบ,ไตรมาส 2,150,1) ในเขตเทศบาล,83.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,รวม,ไตรมาส 2,151,1) ในเขตเทศบาล,62.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,01. ไม่มีการศึกษา,ไตรมาส 2,152,1) ในเขตเทศบาล,44.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,153,1) ในเขตเทศบาล,34.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,03. ประถมศึกษา,ไตรมาส 2,154,1) ในเขตเทศบาล,65.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,155,1) ในเขตเทศบาล,56.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,156,1) ในเขตเทศบาล,62.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,157,1) ในเขตเทศบาล,62.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,158,1) ในเขตเทศบาล,50.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,08. อุดมศึกษา สายวิชาการ,ไตรมาส 2,159,1) ในเขตเทศบาล,81.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,09. อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,160,1) ในเขตเทศบาล,78.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,10. อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,161,1) ในเขตเทศบาล,63.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,11. อื่น ๆ,ไตรมาส 2,162,1) ในเขตเทศบาล,92.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,2. หญิง,12. ไม่ทราบ,ไตรมาส 2,163,1) ในเขตเทศบาล,71.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,รวม,ไตรมาส 2,164,2) นอกเขตเทศบาล,67.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,01. ไม่มีการศึกษา,ไตรมาส 2,165,2) นอกเขตเทศบาล,45.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,02. ต่ำกว่าประถมศึกษา,ไตรมาส 2,166,2) นอกเขตเทศบาล,45.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,03. ประถมศึกษา,ไตรมาส 2,167,2) นอกเขตเทศบาล,76.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,04. มัธยมศึกษาตอนต้น,ไตรมาส 2,168,2) นอกเขตเทศบาล,63.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,รวม,05. มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,169,2) นอกเขตเทศบาล,74.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
