_id,ปี,จำนวน,อำเภอ,หน่วย,ชนิดพืช
119,2566,64,บ้านแพ้ว,ราย,องุ่น
120,2566,112,บ้านแพ้ว,ราย,กล้วยไม้ 
121,2566,323,บ้านแพ้ว,ราย,พืชผัก 
122,2566,122,บ้านแพ้ว,ราย,สมุนไพร
123,2566,40,บ้านแพ้ว,ราย,ไม้ดอกอื่นๆ
124,2566,24,บ้านแพ้ว,ราย,ไม้ประดับ
125,2566,0,บ้านแพ้ว,ราย,นาเกลือ
126,2566,425,บ้านแพ้ว,ราย,พืชอื่นๆ
127,2567,1,เมืองสมุทรสาคร,ราย,ข้าวนาปรัง 65/66
128,2567,5,เมืองสมุทรสาคร,ราย,ข้าวนาปี 66/67
129,2567,480,เมืองสมุทรสาคร,ราย,มะพร้าวน้ำหอม
130,2567,73,เมืองสมุทรสาคร,ราย,มะพร้าวแก่
131,2567,135,เมืองสมุทรสาคร,ราย,มะม่วง
132,2567,10,เมืองสมุทรสาคร,ราย,มะนาว
133,2567,80,เมืองสมุทรสาคร,ราย,ฝรั่ง
134,2567,4,เมืองสมุทรสาคร,ราย,ลำไย
135,2567,0,เมืองสมุทรสาคร,ราย,ชมพู่
136,2567,78,เมืองสมุทรสาคร,ราย,กล้วยน้ำว้า
137,2567,132,เมืองสมุทรสาคร,ราย,มะขามเทศ
138,2567,0,เมืองสมุทรสาคร,ราย,แก้วมังกร
139,2567,31,เมืองสมุทรสาคร,ราย,พุทรา
140,2567,0,เมืองสมุทรสาคร,ราย,องุ่น
141,2567,0,เมืองสมุทรสาคร,ราย,กล้วยไม้ 
142,2567,34,เมืองสมุทรสาคร,ราย,พืชผัก 
143,2567,2,เมืองสมุทรสาคร,ราย,สมุนไพร
144,2567,6,เมืองสมุทรสาคร,ราย,ไม้ดอกอื่นๆ
145,2567,1,เมืองสมุทรสาคร,ราย,ไม้ประดับ
146,2567,326,เมืองสมุทรสาคร,ราย,นาเกลือ
147,2567,24,เมืองสมุทรสาคร,ราย,พืชอื่นๆ
148,2567,114,กระทุ่มแบน,ราย,ข้าวนาปรัง 65/66
149,2567,114,กระทุ่มแบน,ราย,ข้าวนาปี 66/67
150,2567,689,กระทุ่มแบน,ราย,มะพร้าวน้ำหอม
151,2567,20,กระทุ่มแบน,ราย,มะพร้าวแก่
152,2567,397,กระทุ่มแบน,ราย,มะม่วง
153,2567,116,กระทุ่มแบน,ราย,มะนาว
154,2567,299,กระทุ่มแบน,ราย,ฝรั่ง
155,2567,34,กระทุ่มแบน,ราย,ลำไย
156,2567,57,กระทุ่มแบน,ราย,ชมพู่
157,2567,242,กระทุ่มแบน,ราย,กล้วยน้ำว้า
158,2567,0,กระทุ่มแบน,ราย,มะขามเทศ
159,2567,0,กระทุ่มแบน,ราย,แก้วมังกร
160,2567,3,กระทุ่มแบน,ราย,พุทรา
161,2567,1,กระทุ่มแบน,ราย,องุ่น
162,2567,226,กระทุ่มแบน,ราย,กล้วยไม้ 
163,2567,215,กระทุ่มแบน,ราย,พืชผัก 
164,2567,18,กระทุ่มแบน,ราย,สมุนไพร
165,2567,110,กระทุ่มแบน,ราย,ไม้ดอกอื่นๆ
166,2567,154,กระทุ่มแบน,ราย,ไม้ประดับ
167,2567,0,กระทุ่มแบน,ราย,นาเกลือ
168,2567,49,กระทุ่มแบน,ราย,พืชอื่นๆ
169,2567,14,บ้านแพ้ว,ราย,ข้าวนาปรัง 65/66
170,2567,62,บ้านแพ้ว,ราย,ข้าวนาปี 66/67
171,2567,5788,บ้านแพ้ว,ราย,มะพร้าวน้ำหอม
172,2567,89,บ้านแพ้ว,ราย,มะพร้าวแก่
173,2567,747,บ้านแพ้ว,ราย,มะม่วง
174,2567,610,บ้านแพ้ว,ราย,มะนาว
175,2567,977,บ้านแพ้ว,ราย,ฝรั่ง
176,2567,465,บ้านแพ้ว,ราย,ลำไย
177,2567,94,บ้านแพ้ว,ราย,ชมพู่
178,2567,193,บ้านแพ้ว,ราย,กล้วยน้ำว้า
179,2567,31,บ้านแพ้ว,ราย,มะขามเทศ
180,2567,47,บ้านแพ้ว,ราย,แก้วมังกร
181,2567,16,บ้านแพ้ว,ราย,พุทรา
182,2567,65,บ้านแพ้ว,ราย,องุ่น
183,2567,112,บ้านแพ้ว,ราย,กล้วยไม้ 
184,2567,66,บ้านแพ้ว,ราย,พืชผัก 
185,2567,121,บ้านแพ้ว,ราย,สมุนไพร
186,2567,16,บ้านแพ้ว,ราย,ไม้ดอกอื่นๆ
187,2567,61,บ้านแพ้ว,ราย,ไม้ประดับ
188,2567,0,บ้านแพ้ว,ราย,นาเกลือ
189,2567,250,บ้านแพ้ว,ราย,พืชอื่นๆ
