ค่าข้อมูล,ที่มา,_id,ปี,หน่วยนับ,อำเภอ,รายการ
219.00,สำนักงานเกษตรจังหวัดนครพนม,16,2562,ไร่,บ้านแพง,เนื้อที่เพาะปลูกลิ้นจี่ นพ.4
134.00,สำนักงานเกษตรจังหวัดนครพนม,17,2562,ไร่,ธาตุพนม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.5
-,สำนักงานเกษตรจังหวัดนครพนม,18,2562,ไร่,เรณูนคร,เนื้อที่เพาะปลูกลิ้นจี่ นพ.6
-,สำนักงานเกษตรจังหวัดนครพนม,19,2562,ไร่,นาแก,เนื้อที่เพาะปลูกลิ้นจี่ นพ.7
-,สำนักงานเกษตรจังหวัดนครพนม,20,2562,ไร่,ศรีสงคราม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.8
-,สำนักงานเกษตรจังหวัดนครพนม,21,2562,ไร่,นาหว้า,เนื้อที่เพาะปลูกลิ้นจี่ นพ.9
-,สำนักงานเกษตรจังหวัดนครพนม,22,2562,ไร่,โพนสวรรค์,เนื้อที่เพาะปลูกลิ้นจี่ นพ.10
-,สำนักงานเกษตรจังหวัดนครพนม,23,2562,ไร่,นาทม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.11
-,สำนักงานเกษตรจังหวัดนครพนม,24,2562,ไร่,วังยาง,เนื้อที่เพาะปลูกลิ้นจี่ นพ.12
"1,830.00",สำนักงานเกษตรจังหวัดนครพนม,25,2563,ไร่,เมืองนครพนม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
65.00,สำนักงานเกษตรจังหวัดนครพนม,26,2563,ไร่,ปลาปาก,เนื้อที่เพาะปลูกลิ้นจี่ นพ.2
206.00,สำนักงานเกษตรจังหวัดนครพนม,27,2563,ไร่,ท่าอุเทน,เนื้อที่เพาะปลูกลิ้นจี่ นพ.3
223.00,สำนักงานเกษตรจังหวัดนครพนม,28,2563,ไร่,บ้านแพง,เนื้อที่เพาะปลูกลิ้นจี่ นพ.4
143.50,สำนักงานเกษตรจังหวัดนครพนม,29,2563,ไร่,ธาตุพนม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.5
5.00,สำนักงานเกษตรจังหวัดนครพนม,30,2563,ไร่,เรณูนคร,เนื้อที่เพาะปลูกลิ้นจี่ นพ.6
-,สำนักงานเกษตรจังหวัดนครพนม,31,2563,ไร่,นาแก,เนื้อที่เพาะปลูกลิ้นจี่ นพ.7
5.25,สำนักงานเกษตรจังหวัดนครพนม,32,2563,ไร่,ศรีสงคราม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.8
-,สำนักงานเกษตรจังหวัดนครพนม,33,2563,ไร่,นาหว้า,เนื้อที่เพาะปลูกลิ้นจี่ นพ.9
3.75,สำนักงานเกษตรจังหวัดนครพนม,34,2563,ไร่,โพนสวรรค์,เนื้อที่เพาะปลูกลิ้นจี่ นพ.10
34.00,สำนักงานเกษตรจังหวัดนครพนม,35,2563,ไร่,นาทม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.11
102.00,สำนักงานเกษตรจังหวัดนครพนม,36,2563,ไร่,วังยาง,เนื้อที่เพาะปลูกลิ้นจี่ นพ.12
-,สำนักงานเกษตรจังหวัดนครพนม,37,2564,ไร่,เมืองนครพนม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
-,สำนักงานเกษตรจังหวัดนครพนม,38,2564,ไร่,ปลาปาก,เนื้อที่เพาะปลูกลิ้นจี่ นพ.2
-,สำนักงานเกษตรจังหวัดนครพนม,39,2564,ไร่,ท่าอุเทน,เนื้อที่เพาะปลูกลิ้นจี่ นพ.3
-,สำนักงานเกษตรจังหวัดนครพนม,40,2564,ไร่,บ้านแพง,เนื้อที่เพาะปลูกลิ้นจี่ นพ.4
-,สำนักงานเกษตรจังหวัดนครพนม,41,2564,ไร่,ธาตุพนม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.5
-,สำนักงานเกษตรจังหวัดนครพนม,42,2564,ไร่,เรณูนคร,เนื้อที่เพาะปลูกลิ้นจี่ นพ.6
-,สำนักงานเกษตรจังหวัดนครพนม,43,2564,ไร่,นาแก,เนื้อที่เพาะปลูกลิ้นจี่ นพ.7
-,สำนักงานเกษตรจังหวัดนครพนม,44,2564,ไร่,ศรีสงคราม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.8
-,สำนักงานเกษตรจังหวัดนครพนม,45,2564,ไร่,นาหว้า,เนื้อที่เพาะปลูกลิ้นจี่ นพ.9
-,สำนักงานเกษตรจังหวัดนครพนม,46,2564,ไร่,โพนสวรรค์,เนื้อที่เพาะปลูกลิ้นจี่ นพ.10
-,สำนักงานเกษตรจังหวัดนครพนม,47,2564,ไร่,นาทม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.11
-,สำนักงานเกษตรจังหวัดนครพนม,48,2564,ไร่,วังยาง,เนื้อที่เพาะปลูกลิ้นจี่ นพ.12
"1,780.00",สำนักงานเกษตรจังหวัดนครพนม,49,2565,ไร่,เมืองนครพนม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
10.00,สำนักงานเกษตรจังหวัดนครพนม,50,2565,ไร่,ปลาปาก,เนื้อที่เพาะปลูกลิ้นจี่ นพ.2
221.00,สำนักงานเกษตรจังหวัดนครพนม,51,2565,ไร่,ท่าอุเทน,เนื้อที่เพาะปลูกลิ้นจี่ นพ.3
219.00,สำนักงานเกษตรจังหวัดนครพนม,52,2565,ไร่,บ้านแพง,เนื้อที่เพาะปลูกลิ้นจี่ นพ.4
175.00,สำนักงานเกษตรจังหวัดนครพนม,53,2565,ไร่,ธาตุพนม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.5
40.00,สำนักงานเกษตรจังหวัดนครพนม,54,2565,ไร่,เรณูนคร,เนื้อที่เพาะปลูกลิ้นจี่ นพ.6
80.00,สำนักงานเกษตรจังหวัดนครพนม,55,2565,ไร่,นาแก,เนื้อที่เพาะปลูกลิ้นจี่ นพ.7
60.00,สำนักงานเกษตรจังหวัดนครพนม,56,2565,ไร่,ศรีสงคราม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.8
18.00,สำนักงานเกษตรจังหวัดนครพนม,57,2565,ไร่,นาหว้า,เนื้อที่เพาะปลูกลิ้นจี่ นพ.9
43.00,สำนักงานเกษตรจังหวัดนครพนม,58,2565,ไร่,โพนสวรรค์,เนื้อที่เพาะปลูกลิ้นจี่ นพ.10
34.00,สำนักงานเกษตรจังหวัดนครพนม,59,2565,ไร่,นาทม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.11
45.00,สำนักงานเกษตรจังหวัดนครพนม,60,2565,ไร่,วังยาง,เนื้อที่เพาะปลูกลิ้นจี่ นพ.12
"1,780.00",สำนักงานเกษตรจังหวัดนครพนม,61,2566,ไร่,เมืองนครพนม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
10.00,สำนักงานเกษตรจังหวัดนครพนม,62,2566,ไร่,ปลาปาก,เนื้อที่เพาะปลูกลิ้นจี่ นพ.2
221.00,สำนักงานเกษตรจังหวัดนครพนม,63,2566,ไร่,ท่าอุเทน,เนื้อที่เพาะปลูกลิ้นจี่ นพ.3
219.00,สำนักงานเกษตรจังหวัดนครพนม,64,2566,ไร่,บ้านแพง,เนื้อที่เพาะปลูกลิ้นจี่ นพ.4
175.00,สำนักงานเกษตรจังหวัดนครพนม,65,2566,ไร่,ธาตุพนม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.5
40.00,สำนักงานเกษตรจังหวัดนครพนม,66,2566,ไร่,เรณูนคร,เนื้อที่เพาะปลูกลิ้นจี่ นพ.6
80.00,สำนักงานเกษตรจังหวัดนครพนม,67,2566,ไร่,นาแก,เนื้อที่เพาะปลูกลิ้นจี่ นพ.7
60.00,สำนักงานเกษตรจังหวัดนครพนม,68,2566,ไร่,ศรีสงคราม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.8
18.00,สำนักงานเกษตรจังหวัดนครพนม,69,2566,ไร่,นาหว้า,เนื้อที่เพาะปลูกลิ้นจี่ นพ.9
43.00,สำนักงานเกษตรจังหวัดนครพนม,70,2566,ไร่,โพนสวรรค์,เนื้อที่เพาะปลูกลิ้นจี่ นพ.10
34.00,สำนักงานเกษตรจังหวัดนครพนม,71,2566,ไร่,นาทม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.11
45.00,สำนักงานเกษตรจังหวัดนครพนม,72,2566,ไร่,วังยาง,เนื้อที่เพาะปลูกลิ้นจี่ นพ.12
"1,788.00",สำนักงานเกษตรจังหวัดนครพนม,73,2567,ไร่,เมืองนครพนม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
10.00,สำนักงานเกษตรจังหวัดนครพนม,74,2567,ไร่,ปลาปาก,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
222.00,สำนักงานเกษตรจังหวัดนครพนม,75,2567,ไร่,ท่าอุเทน,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
217.00,สำนักงานเกษตรจังหวัดนครพนม,76,2567,ไร่,บ้านแพง,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
176.00,สำนักงานเกษตรจังหวัดนครพนม,77,2567,ไร่,ธาตุพนม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
42.00,สำนักงานเกษตรจังหวัดนครพนม,78,2567,ไร่,เรณูนคร,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
81.00,สำนักงานเกษตรจังหวัดนครพนม,79,2567,ไร่,นาแก,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
61.00,สำนักงานเกษตรจังหวัดนครพนม,80,2567,ไร่,ศรีสงคราม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
18.00,สำนักงานเกษตรจังหวัดนครพนม,81,2567,ไร่,นาหว้า,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
43.00,สำนักงานเกษตรจังหวัดนครพนม,82,2567,ไร่,โพนสวรรค์,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
34.00,สำนักงานเกษตรจังหวัดนครพนม,83,2567,ไร่,นาทม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
45.00,สำนักงานเกษตรจังหวัดนครพนม,84,2567,ไร่,วังยาง,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
"1,787.00",สำนักงานเกษตรจังหวัดนครพนม,85,2568,ไร่,เมืองนครพนม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
12.00,สำนักงานเกษตรจังหวัดนครพนม,86,2568,ไร่,ปลาปาก,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
222.00,สำนักงานเกษตรจังหวัดนครพนม,87,2568,ไร่,ท่าอุเทน,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
107.00,สำนักงานเกษตรจังหวัดนครพนม,88,2568,ไร่,บ้านแพง,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
176.00,สำนักงานเกษตรจังหวัดนครพนม,89,2568,ไร่,ธาตุพนม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
43.00,สำนักงานเกษตรจังหวัดนครพนม,90,2568,ไร่,เรณูนคร,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
81.00,สำนักงานเกษตรจังหวัดนครพนม,91,2568,ไร่,นาแก,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
61.00,สำนักงานเกษตรจังหวัดนครพนม,92,2568,ไร่,ศรีสงคราม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
18.00,สำนักงานเกษตรจังหวัดนครพนม,93,2568,ไร่,นาหว้า,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
43.00,สำนักงานเกษตรจังหวัดนครพนม,94,2568,ไร่,โพนสวรรค์,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
34.00,สำนักงานเกษตรจังหวัดนครพนม,95,2568,ไร่,นาทม,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
23.00,สำนักงานเกษตรจังหวัดนครพนม,96,2568,ไร่,วังยาง,เนื้อที่เพาะปลูกลิ้นจี่ นพ.1
