สัญชาติ,รถยนต์ส่วนบุคคลชั่วคร,จยย.ส่วนบุคคลชั่วคราว,รถยนต์ส่วนบุคคล,จยย.ส่วนบุคคล,จำนวนรวม
อิรัก ,13,8,49,26,96
โครเอเชีย,12,20,35,26,93
ซาอุดิอาระเบีย,31,14,37,11,93
บาห์เรน,17,20,35,14,86
อาฟริกา,4,2,47,32,85
ยูกันดา,23,9,35,16,83
ซิมบับเว,33,12,23,13,81
อาหรับเอมิเรตส์,25,24,20,7,76
ปะโอ,5,0,26,41,72
คีร์กิซ,17,22,18,12,69
มอลโดวา,19,15,17,12,63
เซนต์คิตส์เนวิส,20,8,29,5,62
แอลจีเรีย,19,9,24,8,60
เฮเลนิค,11,16,20,13,60
คะฉิ่น,6,7,16,29,58
เยเมน,7,6,27,17,57
โอมาน,19,10,18,5,52
เอธิโอเปีย,17,8,21,3,49
เติร์กเมนิสถาน,15,13,9,9,46
อาร์มิเนีย,12,9,22,3,46
คาเมรูน,5,1,30,8,44
มอลต้า,12,6,19,7,44
อาเซอร์ไบจาน,14,9,15,6,44
ตูนิเซีย,12,7,16,8,43
มองโกเลีย,14,8,18,3,43
มาลี,3,3,21,16,43
ปาเลสติเนียน,9,7,12,11,39
มอริเชียส,14,6,12,7,39
เวเนซุเอลา,6,5,23,4,38
ซูดาน  ,3,2,23,5,33
ลิเบีย,9,2,19,3,33
โดนิมิกัน,10,2,17,3,32
บรูไน,8,2,17,2,29
เอกวาดอร์,8,6,8,4,26
มาดากัสกา,8,2,9,5,24
จอร์เจีย,11,9,2,1,23
อูกันตา,7,6,5,5,23
คิวบา,6,4,9,2,21
ลิกเตนสไตน์,6,5,6,4,21
บอสเนีย,4,6,6,4,20
เมาลิเทียส,9,6,4,1,20
แทนซาเนีย,5,1,10,3,19
ฟิจิ,6,1,11,1,19
อุรุกวัย,3,3,9,4,19
คองโก,4,2,8,4,18
มาลากาซี,7,4,4,2,17
